name,smiles,Tox-score,SAscore
Afobazol,CCOC1=CC2=C(C=C1)N=C(N2)SCCN3CCOCC3.Cl,0.19275112036265585,0.263262228799343
Afobazole,CCOC1=CC2=C(C=C1)N=C(N2)SCCN3CCOCC3,0.19486723353764904,0.29073289492452886
Agmatine,C(CCN=C(N)N)CN,0.6465310160081837,0.2605173806853468
Agmatine Sulfate,C(CCN=C(N)N)CN.OS(=O)(=O)O,0.544711916727301,0.24813767743263562
Agomelatine,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,0.25812863911249845,0.47073722705388865
AHK-CU,CC(C(=O)[N-]C(CC1=CNC=N1)C(=O)NC(CCCCN)C(=O)[O-])[NH-].Cl.[Cu+2],0.29530986664258413,0.013029195223230674
AICAR,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N,0.3076105926395622,0.051812148452946905
Ajmalicine,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45,0.21006548260168978,0.0530929223171728
Akuammigine,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45,0.21006548260168978,0.0530929223171728
Alanine,CC(C(=O)O)N,0.5223644681292271,0.26724141582793803
Albuterol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,0.3602657623407958,0.1762384546323141
ALCAR,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,0.6476829623910766,0.05690151418085097
Alizarin,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,0.6983303337828993,0.3716320161099754
Alizarine yellow R,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)[N+](=O)[O-],0.48650907164570867,0.264588094945024
Alizarin red S,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)O,0.6578717195144581,0.25420371255736113
Allithiamine,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCO)SSCC=C)C,0.27871216145698124,0.06451579073933036
Allyl glycidyl ether,C=CCOCC1CO1,0.7706339836913094,0.11330845700311828
Aloracetam,CC1=CC(=C(N1CCNC(=O)C)C)C=O,0.3875126728113026,0.27353801910250936
Alpha-Ketoglutarate,C(CC(=O)[O-])C(=O)C(=O)[O-],0.7189830661754766,0.04520091350501977
Alpha-Linolenic Acid,CCC=CCC=CCC=CCCCCCCCC(=O)O,0.3965332373113163,0.20420535369108175
Alpha-lipoic acid,C1CSSC1CCCCC(=O)O,0.467150484036925,0.11408627843783305
Alpha-Yohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,0.14983270815303024,0.056438910744710684
Alprostadil,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,0.1822110214271456,0.06909830429812094
Aluminium fluoride,F[Al](F)F,0.7992632854026337,0.006466519385766822
Aluminium oxide,[O-2].[O-2].[O-2].[Al+3].[Al+3],0.8051293631070108,0.00415038552999323
Aluminium powder,[Al],0.8251658902601773,0.0011765314534564451
Amantadine,C1C2CC3CC1CC(C2)(C3)N,0.636957803576296,0.05506150328798654
Amfonelic Acid,CCN1C=C(C(=O)C2=C1N=C(C=C2)CC3=CC=CC=C3)C(=O)O,0.3190395368816623,0.3198266263465822
Aminalon,C(CC(=O)O)CN,0.5267224549919086,0.42849447592775025
Aminoguanidine bicarbonate,C(=NN)(N)N.C(=O)(O)O,0.6566684350064916,0.20545346887162927
